stop_name,zone_id,stop_id,stop_lat,stop_lon
(Theneyuru)I Basapura Gate,26089,26089,13.22602,77.83624
10th Cross Lingadhiranahalli,29374,29374,13.00951,77.47431
10th Cross Magadi Road,20558,20558,12.97556,77.55562
10th Cross Magadi Road,20559,20559,12.97574,77.55706
11th Block Anjanapura,29373,29373,12.85225,77.57235
11th Block Anjanapura,35416,35416,12.85224,77.57265
12th Block Nagarabhavi,21629,21629,12.96018,77.51398
12th Block Nagarabhavi,21630,21630,12.96076,77.51351
12th Main 7th Cross BTM Layout,22869,22869,12.91393,77.61007
13th Main 7th Cross BTM Layout,22873,22873,12.914,77.61002
14th Main HSR Layout,20568,20568,12.91637,77.63472
14th Main HSR Layout,20569,20569,12.91619,77.63521
14th Main HSR Layout,29381,29381,12.91972,77.63844
14th Main HSR Layout,35422,35422,12.91966,77.63831
16th Main Hopcoms BTM Layout,22881,22881,12.91971,77.61036
17th Main Hopcoms BTM Layout,22884,22884,12.91953,77.61028
18th Main Jayanagara,22890,22890,12.92328,77.58898
18th Main Jayanagara,23428,23428,12.92343,77.58964
19th Main 13th Cross HSR Layout,22891,22891,12.91593,77.65176
19th Main 13th Cross HSR Layout,24300,24300,12.91582,77.65175
1st Block Rajajinagara,20575,20575,13.0047,77.54909
1st Block Rajajinagara,20576,20576,13.00515,77.54887
1st Block Rajajinagara,39193,39193,13.00592,77.54867
1st Block Vidyaranyapura,21631,21631,13.07024,77.55543
1st Block Vidyaranyapura,21632,21632,13.07023,77.55539
1st Block Vishweshwaraiah Layout,29392,29392,12.93746,77.47873
1st Block Vishweshwaraiah Layout,35600,35600,12.93748,77.47888
1st Cross Magadi Road,20577,20577,12.97569,77.563
1st Cross Magadi Road,20578,20578,12.97569,77.5628
1st Main Kodichikkanahalli,29393,29393,12.89854,77.61543
1st Main Kodichikkanahalli,35599,35599,12.89847,77.6155
1st Stage 3rd Block Nagarabhavi (Nayandahalli),22896,22896,12.95302,77.52026
1st Stage 3rd Block Nagarabhavi (Summanahalli),22897,22897,12.95286,77.52017
1st Stage HBR Layout,29395,29395,13.02116,77.6263
2nd Stage  H B R Layout (2nd Cross),29400,29400,13.03172,77.61208
2nd Stage 11th Block Nagarabhavi,35596,35596,12.97754,77.51333
2nd Stage 9th Block Nagarabhavi,35595,35595,12.96864,77.51027
2nd Stage H B R Layout (1st Main),29399,29399,13.02881,77.61556
2nd Stage H B R Layout (1st Main),35594,35594,13.02881,77.61553
2nd Stage HBR Layout (2nd Cross),35593,35593,13.03165,77.61209
2nd Stage Kanteeravanagara,22907,22907,13.01505,77.53901
2nd stage Kuvempunagara,29402,29402,13.07313,77.54132
2nd stage Kuvempunagara,35591,35591,13.07306,77.54142
3rd Block Jayanagara,21446,21446,12.9318,77.58393
3rd Block Jayanagara,21447,21447,12.93349,77.58396
3rd Block Vidyaranyapura,21633,21633,13.0723,77.55641
3rd Block Vidyaranyapura,21634,21634,13.07226,77.55635
3rd Main Road Annapoorneshwarinagara,22684,22684,12.97816,77.50434
3rd Main Road Annapoorneshwarinagara,22688,22688,12.97811,77.50446
3rd Stage Basaveshwaranagara,29404,29404,12.98912,77.54249
3rd Stage Basaveshwaranagara,35589,35589,12.98898,77.54254
4th Block HBR Layout,29406,29406,13.03437,77.63268
4th Block HBR Layout,35587,35587,13.03435,77.63264
4th Phase Yelahanka New Town Iyengar Bakery,29407,29407,13.10426,77.57
4th T Block Jayanagara,22918,22918,12.92317,77.59363
4th T Block Jayanagara,24180,24180,12.9229,77.59341
5th Block HBR Layout,29409,29409,13.03585,77.63142
5th Block HBR Layout,35585,35585,13.03582,77.6315
5th Block Jayanagara,22920,22920,12.91727,77.58359
5th Block Jayanagara,22921,22921,12.91724,77.58376
5th Block Vishweshwaraiah Layout,35584,35584,12.95838,77.4816
5th Cross Magadi Road,20584,20584,12.97567,77.56081
5th Cross Magadi Road,20585,20585,12.97578,77.56071
5th Cross Sriramapura,22923,22923,12.99214,77.56647
5th Phase Yelahanka New Town,22925,22925,13.10575,77.57251
6th Block Rajajinagara,20586,20586,12.97944,77.55359
6th Block Rajajinagara,20587,20587,12.97953,77.55377
7th Cross Wilson Garden,22929,22929,12.94699,77.59436
7th Cross Wilson Garden,23661,23661,12.94684,77.59465
80 feet Road Kalyananagara,20588,20588,13.02564,77.6406
80 feet Road Kalyananagara,21450,21450,13.02546,77.64042
80ft Road Banasawadi,29419,29419,13.01538,77.6429
80ft Road Banasawadi,35575,35575,13.01511,77.64267
80ft Road HRBR Layout,29420,29420,13.02095,77.64317
80ft Road HRBR Layout,35574,35574,13.02035,77.64328
80ft Road MS Ramaiah College,22937,22937,13.02752,77.57571
8th Main 3rd Cross  Junction,22108,22108,13.02248,77.63714
8th Main 3rd Cross  Junction,22109,22109,13.02274,77.6373
8th Main Kamalanagara,20591,20591,12.99178,77.53856
8th Main Kamalanagara,20592,20592,12.99163,77.53839
8th Mile Dasarahalli,20593,20593,13.04622,77.50755
8th Mile Dasarahalli,20594,20594,13.04541,77.50795
8th Mile Dasarahalli,35570,35570,13.0451,77.50748
8th Mile Dasarahalli,35571,35571,13.04547,77.50553
8th Mile Dasarahalli,35572,35572,13.04544,77.50547
8th Mile Dasarahalli,38567,38567,13.04571,77.50753
8th Mile Dasarahalli Arrival,39687,39687,13.04556,77.50726
9th Block Jayanagara,37132,37132,12.91964,77.5928
9th Block Jayanagara (22nd Main),22949,22949,12.91969,77.59144
9th Block Jayanagara (40th Cross),22950,22950,12.91969,77.59247
9th block Jayanagara,37131,37131,12.91957,77.59284
A G Export Garments Nelamangala,29453,29453,13.12046,77.39237
A G Export Garments Nelamangala,35538,35538,13.12048,77.39242
A P J Abdul Kalam Statue,21652,21652,12.97972,77.65404
A P J Abdul Kalam Statue,21653,21653,12.97977,77.65418
ADMC Quarters Office,38855,38855,13.0053,77.64117
AECS Dental College,29450,29450,12.86536,77.59832
AECS Dental College,35541,35541,12.8654,77.59836
AECS Layout Cross,20595,20595,12.96495,77.71832
AECS Layout Cross,20596,20596,12.96511,77.71827
AECS Layout Singasandra,29451,29451,12.88306,77.64991
AECS Layout Singasandra,35540,35540,12.88286,77.65018
AET Junction,39893,39893,12.91553,77.69871
AET Junction,39894,39894,12.91558,77.69881
AGS Layout,29461,29461,12.95173,77.47919
AGS Layout,35533,35533,12.95163,77.47921
AGS Layout Arehalli,29462,29462,12.91246,77.53706
AGS Layout Arehalli,35532,35532,12.91246,77.537
AGS Layout Cross,23014,23014,12.91347,77.54088
AGS Layout Cross,24342,24342,12.91353,77.54088
AIR FORCE Quarters,29463,29463,13.05899,77.52141
AIR FORCE Quarters,35531,35531,13.05895,77.52139
AL Ameen Residential School,29474,29474,13.06983,77.80832
AL Ameen Residential School,35521,35521,13.0696,77.80836
AL-Agro Factory,37331,37331,12.98777,77.88168
AL-Agro Factory,37332,37332,12.98697,77.88059
AMC College,23060,23060,12.82938,77.58759
AMC College,24134,24134,12.83005,77.58779
APCO Factory,29549,29549,12.76209,77.47036
APCO Factory,35454,35454,12.76195,77.47044
APMC Yard,29550,29550,13.10494,77.44396
APMC Yard,35453,35453,13.10488,77.44388
APS College,23134,23134,12.78276,77.49966
APS College,23632,23632,12.78272,77.4995
APS College Cross,39681,39681,12.78284,77.49959
APS College Cross,39682,39682,12.78637,77.50249
ARMY PUBLIC SCHOOL (Parachute Regiment),38962,38962,13.01651,77.58615
ASC Centre,23190,23190,12.96239,77.61892
ASC Centre,23930,23930,12.96248,77.61903
Aane Kempegowdana Doddy,29426,29426,12.86158,77.33503
Aane Kempegowdana Doddy,35856,35856,12.86152,77.33503
Abbaiah Circle Sarjapura,23396,23396,12.85975,77.79411
Abbaiah Circle Sarjapura,23418,23418,12.8597,77.79409
Abbanakuppe,29428,29428,12.77419,77.4095
Abbanakuppe,35564,35564,12.77413,77.40941
Abbanakuppe Colony,29429,29429,12.77126,77.41627
Abbanakuppe Colony,35563,35563,12.77123,77.41632
Abbanakuppe KEB,30920,30920,12.78775,77.42874
Abbanakuppe KEB,33404,33404,12.78773,77.42856
Abbigere,29430,29430,13.07696,77.52587
Abbigere,35562,35562,13.07692,77.52589
Abbigere Cross,29431,29431,13.07068,77.52978
Abbigere Cross,35561,35561,13.07069,77.52981
Abbigere Dinne,29432,29432,13.07106,77.52803
Abbigere Dinne,35560,35560,13.07099,77.52801
Abbigere Gate,29433,29433,13.07248,77.52353
Abbigere Gate,35559,35559,13.07243,77.52355
Acharya College,22965,22965,13.00234,77.48822
Acharya College,22966,22966,13.00238,77.48823
Acharya Institute of Technology,29434,29434,13.08354,77.4841
Acharya Institute of Technology,35558,35558,13.08351,77.48416
Achyuthanagara Gate,29435,29435,13.0842,77.48657
Achyuthanagara Gate,35557,35557,13.08416,77.48656
Adakamaranahalli (Magadi Road),29437,29437,12.94707,77.31056
Adakamaranahalli (Magadi Road),39571,39571,12.94705,77.31051
Adakamaranahalli Cross (Magadi Road),29438,29438,12.95445,77.30923
Adakamaranahalli Cross (Magadi Road),35554,35554,12.9544,77.30926
Adakimaranahalli,21639,21639,13.07065,77.4449
Adakimaranahalli,29439,29439,13.07028,77.44482
Adarshanagara,29442,29442,13.07619,77.42374
Adarshanagara,35552,35552,13.07621,77.42378
Adde Vishwanathapura,29444,29444,13.18672,77.55112
Adde Vishwanathapura,35550,35550,13.18669,77.5511
Addiganahalli,29445,29445,13.17297,77.56958
Addiganahalli,35549,35549,13.17292,77.56963
Addiganahalli Extension,22981,22981,13.1728,77.57126
Addiganahalli Extension 1,31347,31347,13.17288,77.57123
Adigara Kallahalli,22982,22982,12.8252,77.80356
Adigara Kallahalli,23391,23391,12.82534,77.8033
Adigondanahalli,29446,29446,12.81457,77.75116
Adigondanahalli,35548,35548,12.81456,77.75126
Adigondanahalli Junction,25578,25578,12.80604,77.74276
Adigondanahalli Junction,32772,32772,12.80604,77.74266
Adishwara Bombay Dying,37049,37049,13.02126,77.55609
Aditya Bakery,39104,39104,12.90354,77.51078
Aditya Bakery,39105,39105,12.90351,77.51069
Adrsha Savana,38161,38161,13.20862,77.60376
Adrsha Savana,38162,38162,13.20859,77.60381
Adugodi,29448,29448,12.94387,77.6077
Adugodi,35544,35544,12.94397,77.60748
Adugodi,35546,35546,12.94384,77.60761
Adugodi Police Station,22990,22990,12.93897,77.60976
Adugodi Police Station,23802,23802,12.93985,77.6095
Aduru,22992,22992,13.05553,77.7058
Aduru,22993,22993,12.73303,77.65433
Aduru,22994,22994,12.73301,77.6544
Aduru,22995,22995,13.05535,77.70589
Aduru,36662,36662,12.73318,77.657
Aerospace Bagalur,29452,29452,13.17289,77.73066
Aerospace Bagalur,35539,35539,13.17277,77.73058
Agalakote,29454,29454,13.21292,77.73612
Agalakote,35537,35537,13.21287,77.73615
Agara,23002,23002,12.8429,77.4863
Agara,23003,23003,12.84479,77.48713
Agara,23004,23004,12.84477,77.48709
Agara,31348,31348,12.84288,77.48626
Agara Cross,21640,21640,12.84887,77.5221
Agara Cross,21641,21641,12.84892,77.52196
Agara Junction,20597,20597,12.92433,77.65073
Agara Junction,20598,20598,12.92452,77.65028
Agara Junction,24000,24000,12.92464,77.64937
Agara Junction,35769,35769,12.92468,77.64998
Agara Junction,38120,38120,12.92417,77.65075
Agara Junction,38462,38462,12.9239,77.65172
Agrahara Dasarahalli,20599,20599,12.97853,77.54293
Agrahara Dasarahalli,20600,20600,12.97874,77.54121
Agrahara Layout,29456,29456,13.09837,77.62683
Agrahara Layout,35535,35535,13.09838,77.62671
Agrahara Layout Cross,31848,31848,13.10248,77.6277
Agraharapalya Gate,31849,31849,13.13071,77.45347
Agraharapalya Gate,35686,35686,13.13065,77.45343
Ainahalli,36061,36061,13.25849,77.38757
Ainahalli,36062,36062,13.2585,77.38762
Air Lines Dhaba Gate,29464,29464,13.22276,77.74085
Air Lines Dhaba Gate,35530,35530,13.2225,77.74086
Air force Gate Ashwathnagara,39704,39704,13.02684,77.57964
Airport Trumpet,29465,29465,13.19908,77.65792
Airport Trumpet,35529,35529,13.19905,77.6582
Airtel office Koramangala,39835,39835,12.9359,77.61551
Ajjagondahalli,29467,29467,12.95709,77.76839
Ajjagondahalli,35527,35527,12.95705,77.76842
Ajjanahalli,29468,29468,12.9167,77.3865
Ajjanahalli,35526,35526,12.91666,77.38648
Ajmeer Apartment Neeladri Road,29469,29469,12.84185,77.64673
Ajmeer Apartment Neeladri Road,35525,35525,12.84181,77.64675
Akkayammana Betta,23022,23022,13.16162,77.64223
Akkayammana Betta Huttanahalli Cross,29470,29470,13.16165,77.64227
Akkipete Devanahalli,29471,29471,13.25413,77.67796
Akkipete Devanahalli,35524,35524,13.25414,77.67798
Akkithimmanahalli,23668,23668,12.96186,77.59789
Akkithimmanahalli,31349,31349,12.96194,77.5978
Akshayanagara,29472,29472,13.02072,77.68339
Akshayanagara,35523,35523,13.02068,77.68354
Akshayanagara New Town,29473,29473,12.87657,77.61101
Akshayanagara New Town,35522,35522,12.87657,77.61166
Aladamara Chikkanahalli Cross,29475,29475,12.72813,77.64802
Aladamara Chikkanahalli Cross,35520,35520,12.72807,77.648
Aladamara Laggere,29476,29476,13.01327,77.52095
Aladamara Laggere,35519,35519,13.01332,77.52098
Aladamara Papareddypalya,21451,21451,12.97525,77.50947
Aladamara Papareddypalya,21642,21642,12.97518,77.5096
Alahalli,25681,25681,13.27752,77.52158
Alahalli,32821,32821,13.27749,77.52162
Alambadi,29477,29477,12.89273,77.88659
Alambadi,35518,35518,12.8927,77.88656
Alanayakanahalli Gate,29478,29478,13.18089,77.32413
Alanayakanahalli Gate,35517,35517,13.18069,77.32407
Ali Bommasandra,23034,23034,12.82033,77.73652
Ali Bommasandra,23035,23035,12.82032,77.73644
Aliaskar Embassy,39597,39597,12.99388,77.58905
Alisda,21452,21452,13.03392,77.54098
Alisda,21453,21453,13.03404,77.54112
Aliyuru,38395,38395,13.263,77.76564
Allalasandra,29480,29480,13.08806,77.58865
Allalasandra,35515,35515,13.08809,77.58863
Allalasandra Gate,29481,29481,13.08664,77.59375
Allalasandra Gate,35106,35106,13.08444,77.59437
Allalasandra Gate,35608,35608,13.08686,77.59386
Allalasandra Gate,39009,39009,13.08448,77.59386
Allalasandra Gate FLY,35151,35151,13.08483,77.59415
Allalasandra Gate FLY,39271,39271,13.085,77.59437
Allalasandra Lake,39287,39287,13.09296,77.5912
Allammanapalya,29483,29483,12.9356,77.3661
Allammanapalya,35513,35513,12.93554,77.36618
Alpha College Chikka Gubbi,29484,29484,13.07701,77.66207
Alpha College Chikka Gubbi,35512,35512,13.07697,77.66209
Alphine Apartment,38905,38905,13.06649,77.5765
Aluru,29485,29485,13.08482,77.46553
Aluru,35511,35511,13.08487,77.46561
Aluru BDA 1st Stage,38789,38789,13.09262,77.44748
Aluru BDA 2nd Stage,29486,29486,13.09146,77.44993
Aluru BDA 2nd Stage,35510,35510,13.09138,77.44998
Aluru Cross,29487,29487,13.0824,77.47479
Aluru Cross,35509,35509,13.08236,77.47477
Alurupalya,29488,29488,13.09723,77.47067
Alurupalya,35508,35508,13.09721,77.47062
Amarajyothi Badavane,29489,29489,13.05526,77.62929
Amarajyothi Badavane,35507,35507,13.05525,77.62932
Amba Bhavani Nagara,29490,29490,13.09719,77.54597
Amba Bhavani Nagara,35506,35506,13.09721,77.54603
Ambabhavani Badavane,39321,39321,13.11013,77.62408
Ambalagere,36059,36059,13.24322,77.38657
Ambalagere,36060,36060,13.24327,77.38658
Ambalipura,39735,39735,13.06995,77.88026
Ambedkar Institute of Technology,21454,21454,12.96319,77.50502
Ambedkar Institute of Technology,21643,21643,12.96338,77.50515
Ambedkar Medical College Shampura,35503,35503,13.02327,77.6126
Ambedkar Nagara,23058,23058,12.89914,77.71286
Ambedkar Nagara,23901,23901,12.89929,77.71273
Ambika School,29494,29494,13.15775,77.33712
Ambika School,35502,35502,13.15775,77.33719
Amma Ashrama Cross,20601,20601,12.94936,77.48882
Amma Ashrama Cross,20602,20602,12.94958,77.48867
Amogha Layout,29497,29497,13.07508,77.71811
Amogha Layout,35499,35499,13.0751,77.71814
Amritha Ayurvedic Hospital,29498,29498,13.12479,77.54721
Amritha Ayurvedic Hospital,35498,35498,13.12476,77.54722
Amruth Sweets,38136,38136,12.90921,77.64153
Amruth Sweets,38137,38137,12.90926,77.64147
Amrutha Engineering College,29499,29499,12.89566,77.67471
Amrutha Engineering College,35101,35101,12.8968,77.6752
Amrutha Engineering College,35113,35113,12.89565,77.67474
Amrutha Engineering College,35368,35368,12.89689,77.67517
Amruthahalli,23067,23067,13.06576,77.60081
Amruthahalli,35173,35173,13.06574,77.60076
Amruthanagara,31850,31850,12.8394,77.54987
Amruthanagara,35497,35497,12.83949,77.54993
Amruthanagara Canara Bank,29502,29502,13.05518,77.59969
Amruthanagara Canara Bank,35496,35496,13.05506,77.59974
Amruthaya central school,39318,39318,13.11346,77.62438
Anagalipura,29503,29503,13.06842,77.68234
Anagalipura,35495,35495,13.06838,77.68241
Anagalipura Gate,29504,29504,13.07306,77.67885
Anagalipura Gate,35494,35494,13.07303,77.67888
Ananda Ashrama (BGT Rd),22744,22744,12.9275,77.60062
Ananda Ashrama (BGT Rd),22768,22768,12.92644,77.60037
Ananda Ashrama Bannerughatta,39748,39748,12.818,77.58395
Ananda Ashrama Bannerughatta,39749,39749,12.81799,77.58412
Ananda Rao Circle,20603,20603,12.98115,77.57466
Ananda Rao Circle,29506,29506,12.98074,77.57503
Ananda Rao Circle,35375,35375,12.98117,77.57694
Anandanagara,29507,29507,12.98386,77.24218
Anandanagara,35492,35492,12.9838,77.24209
Anandapura,29511,29511,13.02423,77.69285
Anandapura,35489,35489,13.0241,77.6927
Anandgiri layout,39923,39923,12.82781,77.56638
Anandgiri layout,39924,39924,12.82803,77.56648
Ananthapura,29512,29512,13.11474,77.56709
Ananthapura,35488,35488,13.11478,77.56706
Ananthapura Gate,23081,23081,13.1146,77.57901
Ananthapura Gate,23082,23082,13.11478,77.57907
Anche Muskuru,29513,29513,12.90473,77.86785
Anche Muskuru,35487,35487,12.90471,77.8678
Anchepalya,20604,20604,12.89258,77.45798
Anchepalya,20605,20605,12.8926,77.45753
Anchepalya,21644,21644,13.05529,77.47983
Anchepalya,23084,23084,13.05497,77.47936
Anchipura,29515,29515,12.77061,77.43203
Anchipura,35485,35485,12.77008,77.43196
Anchipura Colony,29516,29516,12.76763,77.43855
Anchipura Colony,35484,35484,12.76759,77.43854
Anchipura Cross,29517,29517,12.79009,77.44125
Anchipura Cross,35483,35483,12.79006,77.44125
Andhrahalli,29518,29518,13.00805,77.48484
Andhrahalli,35482,35482,13.00802,77.48484
Andhrahalli Gate,29519,29519,13.11545,77.74528
Andhrahalli Gate,35481,35481,13.11547,77.74531
Andhrahalli Govt School,29520,29520,13.00956,77.48295
Andhrahalli Govt School,35480,35480,13.00952,77.48294
Ane Hosahalli Gate,29521,29521,12.62071,77.51387
Ane Hosahalli Gate,35479,35479,12.62062,77.51383
Anehalla,29522,29522,12.97985,77.2414
Anehalla,35478,35478,12.97983,77.24132
Anekal,23094,23094,12.70939,77.69641
Anekal Circle,23095,23095,12.71677,77.70018
Anekal Circle,23974,23974,12.71674,77.70009
Anekal Road Junction,30365,30365,12.76835,77.77015
Anekal Road Junction,33142,33142,12.76839,77.77011
Anepalya,23800,23800,12.95289,77.60532
Anepalya,23818,23818,12.95303,77.60518
Anjan Vidya Kendra School,29525,29525,12.92427,77.82438
Anjan Vidya Kendra School,35475,35475,12.92411,77.82445
Anjanadri High School Doddakannahalli,39891,39891,12.911,77.69787
Anjanadri High School Doddakannahalli,39892,39892,12.91097,77.69795
Anjanamurthy,38756,38756,13.04511,77.57437
Anjananagara,21455,21455,12.98617,77.48817
Anjananagara,21456,21456,12.98614,77.48847
Anjanapura,23101,23101,12.86196,77.56393
Anjanapura,23649,23649,12.86196,77.56381
Anjanapura,23651,23651,12.862,77.56385
Anjanapura 10 Block,38032,38032,12.85564,77.57054
Anjanapura 10 Block,38033,38033,12.85601,77.569
Anjanapura 10th  Block,38034,38034,12.8556,77.57056
Anjanapura 10th Block,21294,21294,12.85593,77.56907
Anjanapura 1st Block,29526,29526,12.85995,77.54822
Anjanapura 1st Block,35474,35474,12.8599,77.54814
Anjanapura 2nd Block,29527,29527,12.86573,77.55245
Anjanapura 2nd Block,35473,35473,12.86563,77.55253
Anjanapura 2nd Block Cross (LBSN),29528,29528,12.86054,77.55939
Anjanapura 2nd Block Cross (LBSN),38778,38778,12.86053,77.55945
Anjanapura Cross,29529,29529,12.86183,77.56091
Anjanapura Cross,35471,35471,12.86183,77.56083
Anjanapura RTO Office,39836,39836,12.86477,77.56304
Anjaneya Temple Anekal,23106,23106,12.7173,77.70046
Anjaneya Temple Anekal,24184,24184,12.71729,77.70025
Anjaneya Temple Bidaraguppe,21645,21645,12.80086,77.78283
Anjaneya Temple Bidaraguppe,21646,21646,12.80131,77.78276
Anjaneya Temple Devanahalli,29530,29530,13.2351,77.71302
Anjaneya Temple Devanahalli,35470,35470,13.23506,77.713
Anjaneya Temple Madhure,20606,20606,13.20979,77.44534
Anjaneya Temple Madhure,29531,29531,13.20997,77.44523
Anjaneya Temple Nelamangala,21647,21647,13.09737,77.39777
Anjaneya Temple Nelamangala,29533,29533,13.09723,77.39774
Anjaneya Temple Thigalarapalya,29534,29534,13.01371,77.48343
Anjaneya Temple Thigalarapalya,35468,35468,13.01372,77.48347
Ankanahalli,29536,29536,13.20433,77.79846
Ankanahalli,35466,35466,13.20433,77.79838
Ankegowdana Doddy,29537,29537,12.70677,77.51728
Ankegowdana Doddy,35465,35465,12.70677,77.51733
Anna Kuteera Kathriguppe,39526,39526,12.92613,77.55016
Annahalli,35464,35464,12.69958,77.38452
Annapoorneshwari nagara Cross,35463,35463,12.96998,77.49655
Annapoorneshwarinagara,22686,22686,12.98077,77.50687
Annapoorneshwarinagara,22687,22687,12.98002,77.50667
Annapoorneshwarinagara Cross,29540,29540,12.97002,77.49658
Annapoorneshwarinagara Water Tank,29541,29541,12.97203,77.49697
Annapoorneshwarinagara Water Tank,35462,35462,12.97196,77.49702
Annapurneshwari Badavane,39138,39138,13.13874,77.50802
Annapurneshwari Badavane,39139,39139,13.13879,77.50799
Annasandrapalya,21648,21648,12.96444,77.67236
Annasandrapalya,21649,21649,12.96444,77.67252
Annasandrapalya Cross,23120,23120,12.96039,77.66622
Annasandrapalya Cross,23646,23646,12.96044,77.66607
Anneshwara Circle,29543,29543,13.21541,77.71063
Anneshwara Circle,35460,35460,13.21536,77.71062
Anubhavanagara,35459,35459,12.96778,77.5238
Anugondanahalli,29545,29545,12.95714,77.81518
Anugondanahalli,35458,35458,12.9571,77.81524
Anugondanahalli Cross,21650,21650,12.95896,77.81597
Anugondanahalli Cross,21651,21651,12.95892,77.81598
Anugraha Badavane (Bilekahalli),38116,38116,12.90328,77.60895
Anupahalli,24988,24988,13.21543,77.85596
Anupahalli,32486,32486,13.21548,77.85612
Anupama Hospital,39921,39921,12.9827,77.47874
Anupama Hospital,39922,39922,12.98269,77.47882
Aparel Park,29548,29548,13.27257,77.55193
Aparel Park,35455,35455,13.27266,77.55205
Apex Bank,20607,20607,12.94177,77.55602
Apex Bank,20608,20608,12.94183,77.55567
Apollo Hospital,23578,23578,12.89662,77.6
Apollo Hospital,23870,23870,12.89635,77.59972
Appasandra,29551,29551,13.06315,77.89669
Appasandra,35452,35452,13.06317,77.89659
Aradeshanahalli,29553,29553,13.22247,77.56361
Aradeshanahalli,35450,35450,13.22244,77.56364
Aradeshanahalli Gate,23137,23137,13.21637,77.55258
Aradeshanahalli Gate,23140,23140,13.21648,77.55266
Arakere Byrapura,29555,29555,13.20062,77.5393
Arakere Byrapura,35448,35448,13.20064,77.53932
Arakere Gate,23145,23145,12.89024,77.59811
Arakere Gate,23147,23147,12.89042,77.59793
Arakere Gate,39361,39361,12.89059,77.5978
Aralalusandra,29557,29557,12.73314,77.45381
Aralalusandra,35446,35446,12.73311,77.45385
Aralalusandra Cross,29558,29558,12.74337,77.46289
Aralalusandra Cross,35445,35445,12.74341,77.46301
Aralimara (PK Kalyana Mantapa ),23810,23810,12.88003,77.62459
Aralimara (PK Kalyana Mantapa ),23814,23814,12.87985,77.62456
Aralimara Hosahalli,29559,29559,13.14043,77.64128
Aralimara Hosahalli,35444,35444,13.14039,77.64126
Aralimara Industrial Area  Rajajinagara,21654,21654,12.97858,77.54902
Aralimara Industrial Area  Rajajinagara,21655,21655,12.97857,77.54871
Aralimara Sunkadakatte,20609,20609,12.99209,77.50467
Aralimara Ullalu,29560,29560,12.95769,77.48728
Aralimara Ullalu,35443,35443,12.95768,77.48731
Aralimarada Doddy,23154,23154,12.8066,77.27057
Aralimaradapalya,23155,23155,12.9297,77.36468
Aralimaradapalya Cross,29561,29561,12.92666,77.36
Aralimaradapalya Cross,35442,35442,12.92659,77.35999
Aralumallige,29562,29562,13.27372,77.50935
Aralumallige,35441,35441,13.27367,77.50939
Aralumallige Cross,29563,29563,13.26702,77.51161
Arasanahalli,23159,23159,12.96478,77.88863
Arasanahalli,23160,23160,13.20152,77.79732
Arasanahalli,23161,23161,13.20148,77.79737
Arathipalya,29565,29565,13.03724,77.42604
Arathipalya,35438,35438,13.03724,77.42597
Aravinda Limited,23166,23166,12.81475,77.67016
Aravinda Limited,23889,23889,12.81485,77.67002
Arch Lingadeeranahalli,29566,29566,12.99962,77.48869
Arch Lingadeeranahalli,35437,35437,12.99961,77.48872
Arch Railway Gollahalli,29567,29567,13.1482,77.41192
Arch Railway Gollahalli,35436,35436,13.14818,77.41187
Archakara Badavane,29568,29568,12.91878,77.45255
Archakara Badavane,35435,35435,12.91876,77.45237
Are Bannimangala,29569,29569,13.15396,77.71761
Are Bannimangala,35434,35434,13.154,77.71759
Are bannimangala Cross,39099,39099,13.15681,77.71965
Arebic College,21656,21656,13.03021,77.62093
Arebic College,21657,21657,13.03049,77.62121
Arebommanahalli T Begur,23171,23171,13.14258,77.28487
Arehalli,21658,21658,12.93717,77.8298
Arehalli,21659,21659,12.90849,77.53855
Arehalli,21660,21660,12.93715,77.82987
Arehalli,21661,21661,12.90857,77.53841
Arehalli,23173,23173,12.76319,77.7669
Arehalli,23175,23175,12.76317,77.76695
Arehalli,23176,23176,13.26528,77.56541
Arehalli Cross,21662,21662,12.94227,77.83669
Arehalli Cross,21663,21663,12.94222,77.83665
Arenur,29570,29570,12.80984,77.77503
Arenur,35433,35433,12.80975,77.7749
Arishinakunte,21664,21664,13.08026,77.42417
Arishinakunte,29571,29571,13.07966,77.42419
Arishinakunte,35679,35679,13.20051,77.77355
Arishinakunte,35680,35680,13.2008,77.77368
Arishinakunte  Toll,38573,38573,13.0799,77.42487
Arivesandra,29572,29572,13.18506,77.32518
Arivesandra,35677,35677,13.18504,77.32512
Arjun bettahalli,39661,39661,13.15969,77.41892
Army Public School Kamaraja Road,36501,36501,12.97871,77.60941
Arogya Dhama,35675,35675,13.07838,77.35297
Art Of Living,35674,35674,12.82267,77.51403
Art Of Living (Kanakapura Road),29575,29575,12.82279,77.51417
Art Of Living Ravishankar Ashram,29576,29576,12.8286,77.51257
Art Of Living Ravishankar Ashram,35673,35673,12.82858,77.51277
Art of Living Sri Ravishankar Ashram,39585,39585,12.82857,77.51236
Asha Nandagokula Badavane,39626,39626,13.13139,77.70151
Asha Nandagokula Badavane,39627,39627,13.13145,77.70147
Ashoka Pillar,21457,21457,12.9426,77.58508
Ashoka Pillar,21458,21458,12.94322,77.58529
Ashoka Pillar,23759,23759,12.94367,77.58496
Ashoka Polytechnic,38758,38758,13.06547,77.53305
Ashoka Polytechnic,38759,38759,13.06554,77.53305
Ashokanagara,29578,29578,12.93703,77.5625
Ashrama Ramohalli,29579,29579,12.90632,77.42885
